"비엔엑스, 'BTS 위버스' 오픈 기념 캠페인 실시'","한편,?BTS?위버스는?지난?1일?오픈한?방탄소년단의?공식?팬?커뮤니티로?개설?하루?만에?한국,?일본,?인도네시아,?대만?애플?앱스토어?'소셜?네트워킹'?무료?앱?인기?차트?1위,?미국?차트?4위에...'",2019-07-22 9:49
첫 월드투어 마친 블랙핑크…“평균 좌석 점유율 96%”',"YG는 태국 방콕, 인도네시아 자카르타, 필리핀 마닐라, 미국 로스앤젤레스·시카코, 영국 런던, 프랑스 파리 등 22회 공연이 매진됐고, 월드투어 전체 평균 좌석 점유율이 96.6%로 집계됐다고 전했습니다. \특히 북미...'""",2019-07-22 9:49
"조아라, 인도네시아 네오바자르와 웹소설 공급 계약'",웹소설 연재 플랫폼 조아라(대표 이수희)가 인도네시아 콘텐츠 기업 네오바자르(Neobazar)와 웹소설 공급... 2015년 1월 설립된 네오바자르는 인도네시아 대표 웹툰ㆍ웹소설 유통 기업으로 웹코믹스를 통해 콘텐츠를...',2019-07-22 9:49
"한국의 '필환경' 기술, 인도네시아에서 호평'","(사진 수도권매립지관리공사 제공) 수도권매립지관리공사(이하 SL공사)는 17~19일 3일간 인도네시아 자카르타 컨벤션센터에서 개최되는 '인도네시아 수처리 전시회(IndoWater Expo & Forum 2019)'에 참가, 현지에서 큰 호응을...'",2019-07-22 9:50
"국세청, 인도네시아와 청장 회의 개최…한국 기업 세정 지원 요청'",국세청이 22일 인도네시아와 청장 회의를 개최했다고 밝혔다. 김현준 국세청장은 인도네시아에 진출한 한국 기업의 세정 지원을 요청했다. 김 청장은 이날 서울 종로구 서울지방국세청에서 열린 제9차 한-인도네시아...',2019-07-22 17:34
"김현준 국세청장, 인도네시아 청장에 한국기업 세정지원 요청'","김현준 국세청장은 22일 서울지방국세청에서 로버트 팍파한 인도네시아 국세청장과 제9차 한.인도네시아 국세청장회의를 개최했다. 인도네시아는 아세안(ASEAN) GDP의 36%, 인구의 41%를 차지하는 거대 시장이며, 아세안 내...'",2019-07-22 17:34
"인도네시아 10대 스타 자라, 방탄소년단 지민 향한 팬심!'",JKT48의 보컬이자 여배우로 활동하고 있는 인도네시아 10대 스타 자라(Adhisty Zara)가 방탄소년단 지민에 향해... 2018년 마야 어워드 최연소 공연자였으며 2019년 인도네시아 영화 배우상에서 최우수 아역 배우로 선정된...',2019-07-22 20:46
"모모랜드, 인도네시아 달군다…‘SKF2019’ 출격 확정(공식)'","모모랜드는 오는 9월 28일부터 29일까지 양일간, 인도네시아 ICE(Indonesia Convention Exhibition)에서... 모모랜드는 특유의 ‘흥’ 넘치는 파워풀한퍼포먼스와 음악으로 인도네시아와 팬들의 마음을 흔들 예정이다.'",2019-07-24 15:32
최초 확인! 우리나라 제비의 강남은 인도네시아',"강남이 인도네시아로 처음 확인됐습니다. 주우진 기자 입니다. } {리포트} 경남 밀양의 한 둥지에서 특수... 필리핀을 지나, 최종 인도네시아에 도달한 것으로 나타났습니다. 구전으로 전해 내려오던 제비들의 강남이 바로...'",2019-07-24 21:32
"더보이즈 ‘SKF2019’ 출연확정, 인도네시아서 매력 뽐낸다'","더보이즈가 인도네시아에도 위상을 떨치게 된다. ㈜엔케이물산과 PT Cana Global Media가 오는 9월 28일, 29일 이틀간 인도네시아 ICE(Indonesia Convention Exhibition)에서 공동 개최하는 ‘Super K-Pop Festival Indonesia...'",2019-07-25 11:32
"롯데홈쇼핑, 인도네시아 진출 추진 박차'",현지 미디어 엠텍과 업무협약 체결 롯데홈쇼핑(대표 이완신)은 25일 인도네시아 대표 미디어 기업인 ‘엠텍(Emtek)과의 업무협약(MOU)을 체결했다고 이날 밝혔다. 인도네시아 자카르타에 위치한 ‘엠텍’ 본사에서 진행된...',2019-07-25 11:32
"신한금융그룹, 신한퓨처스랩 5기 수시 및 인도네시아 진출기업 모집'","신한금융그룹이 신한퓨처스랩 5기 스타트업 수시 모집과 더불어 인도네시아 진출을 희망하는 글로벌... 한편, 인도네시아에 진출에 VISION을 가진 스타트업을 별도로 선발해 글로벌 진출을 도울 예정이다. 스타트업의...'",2019-07-25 15:06
"신라대ㆍ인도네시아 한국기업, 대학과 공동 교육과정 운영 통한 취업 활성화'","Korean Mould & Dies Association), UMN대학(University Of Multimedia Nusantara)과 공동으로 인도네시아 현지에서 공동 교육과정을 운영한다. 신라대와 在인니한국금형조합, UMN대학은 지난 18일 인도네시아 찌까랑에서 김성수...'",2019-07-25 17:00
"아우라, 한류 이끄는 서민준X한영진과 훈남 케미 발산'",아우라와 함께 두 번째 티저 이미지에 등장한 배우 한영진은 최근 모델에서 배우 겸업을 선언하며 주목받은 직후 인도네시아 웹 드라마의 주인공으로 발탁됐으며 한국을 비롯한 아시아 전역에서 주목을 받고 있다....',2019-07-26 9:00
"국표원, 인도·인도네시아와 기술규제 해소 협의'","산업통상자원부 국가기술표준원은 22∼26일 신남방정책 핵심국가인 인도와 인도네시아를 방문해 한국... 최근 인도와 인도네시아는 자국민의 안전, 환경과 불공정 관행 보호 등을 이유로 자국 표준에 맞춘 강제인증...'",2019-07-26 9:00
"에이핑크, 인도네시아 K팝 팬 만난다...SKF 2019 참여'","에이핑크가 슈퍼 K-pop 페스티널 인도네시아 2019에 참여한다. 26일 에이핑크 소속사 플레이엠엔터테인먼트는 에이핑크가 오는 9월 28일, 29일 인도네시아 ICE(Indonesia Convention Exhibition) ICE(Indonesia...'",2019-07-26 9:46
"가수 아우라, 한류 이끄는 서민준-한영진과 훈남 케미 발산'",아우라와 함께 두 번째 티저 이미지에 등장한 배우 한영진은 최근 모델에서 배우 겸업을 선언하며 주목받은 직후 인도네시아 웹 드라마의 주인공으로 발탁됐으며 한국을 비롯한 아시아 전역에서 주목을 받고 있다....',2019-07-26 9:46
"삼성전자 '갤럭시 M30' 인니 출시…\中 장악 '중저가 시장' 공략\""'""",삼성전자의 중저가 스마트폰 M30이 인도네시아에 출시하며 인도네시아 중저가 스마트폰 시장 공략에 나선다. 26일 관련업계에 따르면 25일(현지시간) 삼성전자는 M30을 인도네시아에 출시하고 본격적으로 판매에...',2019-07-26 10:00
"아우라, 한류 이끄는 서민준-한영진과 훈남 케미 발산'",아우라와 함께 두 번째 티저 이미지에 등장한 배우 한영진은 최근 모델에서 배우 겸업을 선언하며 주목받은 직후 인도네시아 웹 드라마의 주인공으로 발탁됐으며 한국을 비롯한 아시아 전역에서 주목을 받고 있다....',2019-07-26 11:00
"에이핑크, 인도네시아 무대 선다…SKF2019 출연'","에이핑크가 인도네시아 무대에 선다. 소속사 플레이엠엔터테인먼트 측은 26일 “에이핑크가 ㈜엔케이물산과 PT Cana Global Media가 오는 9월 28일, 29일 양일 간 인도네시아 ICE(Indonesia Convention Exhibition)에서...'",2019-07-26 15:00
이젠 패션 한류…10월 패션 코드 2020 S/S',"선정된 브랜드들은 수주회 참가를 비롯해 유통과 해외 진출, 마케팅 전문 컨설팅, 콘셉트 패션쇼 참가, 국내외 인플루언서를 통한 브랜드 홍보 마케팅, 인도네시아 패션위크 초청 패션쇼 참가, 콘진원 지원 사업 가산점...'",2019-07-28 18:00
"‘품질과 기술력도 한류’… 中企, ‘메이드 인 코리아’로 해외 진출 활발'","창립 20주년을 맞은 해피콜은 미국, 중국, 인도네시아, 태국, 대만에 현지법인을 두고 전 세계 20개국으로 제품을 수출한다. 2017년 블렌더를 포함한 해피콜의 해외 수출액은 약 260억 규모로, 전체 매출에서 수출이...'",2019-07-29 11:22
"레드벨벳, SKF 2019 출격 확정…인도네시아 달굴 글로벌 행보'",그룹 레드벨벳이 SKF 2019 출연을 확정 짓고 인도네시아에서 성공적인 해외 행보를 이어간다. ㈜엔케이물산과 PT Cana Global Media가 오는 9월 28일과 29일 양일간 인도네시아 ICE(Indonesia Convention Exhibition)에서...',2019-07-29 12:00
"손정의가 선택한 그랩, 인도네시아 디지털 경제 ‘선봉’'","손정의 회장이 이끄는 소프트뱅크가 모빌리티 플랫폼 그랩을 통해 인도네시아에 20억달러를 투자한다. 이를 바탕으로 소프트뱅크와 그랩의 현지 인프라를 탄탄하게 구축하는 한편, 인도네시아 디지털 인프라의...'",2019-07-29 21:00
중소기업 한류 선도… 원적외선 ‘최지우 마스크’ 보미라이 中 진출',"창립 20주년을 맞은 해피콜은 미국 중국 인도네시아 태국 대만에 현지법인을 두고 전 세계 20개국으로 제품을 수출한다. 2017년 블렌더를 포함한 해피콜의 해외 수출액은 약 260억 규모로, 전체 매출에서 수출이 차지하는...'",2019-07-30 12:00
"에이스, K-POP 가수 중 유일하게 자카르타 푸드 페어 참석 '글로벌 인기''","특히 에이스는 K-POP 가수로 유일하게 행사에 초대된 것으로, 인도네시아와 동남아시아의 에이스 팬클럽이 이들을 보기 위해 현장에 참석, 글로벌한 인기를 증명했다. 에이스의 남다른 팬서비스는...'",2019-07-30 12:00
2019 제2회 한국-인도네시아 기술교류상담회 개최',30일 인도네시아 자카르타 그란멜리아 호텔에서 제2회 한-인니 기술교류상담회에 참석한 한국 기업과 인도네시아 현지 기업 관계자가 단체 사진을 찍고 있다../사진=이노비즈협회 중소벤처기업부와 이노비즈협회는 30일...',2019-07-30 16:02
블록체인 소셜 앱에 빠진 '인니' 국내사 진출 이어져',굿모닝·TTC 등 이용 보상으로 주는 암호화폐 인기 블록체인 기반 SNS와 메신저 등 국내 소셜 어플리케이션 개발사들이 인도네시아 시장 공략에 나서고 있다. 인도네시아에서 소셜 어플들이 유독 강세를 보이고 있기...',2019-07-30 18:00
"NCT DREAM, 아이튠즈 톱 앨범차트 21개국 '1위' 대단한 한류풍'","인도, 인도네시아, 터키, 몽골, 필리핀, 브루나이, 카타르, 벨라루스 등 전 세계 21개 지역에서 1위에 올랐다. 앞서 지난 25일 빌보드에서도 NCT DREAM의 컴백을 조명하며 \NCT DREAM이 신곡 'BOOM'을 통해 엄청난 성장과...'""",2019-07-31 11:00
한국 '오미자' 인도네시아 입맛 사로잡는다',많은 인도네시아 음식과 잘 어울리는 한국 전통 음료 오미자가 첫 수출 길에 오른다. 농림축산식품부와 한국농수산식품유통공사(aT)는 지난 25일부터 4일 동안 인도네시아에서 '2019 자카르타 K-Food Fair'를 열고 총...',2019-07-31 12:00
"슈퍼주니어 규현, 9월 인도네시아 팬 만난다...'SKF 2019' 출격'","규현은 오는 9월 28일, 29일 이틀간 인도네시아 ICE(Indonesia Convention Exhibition)에서 공동 개최하는 ‘SKF 2019’ 무대에 올라 팬들을 만난다. 지난 5월 7일 소집해제한 규현은 세번째 싱글 앨범 ‘너를 만나러...'",2019-08-01 15:19
'DANGER' 7월 12일 슈퍼주니어로서 아시아 가수...',슈퍼주니어-D&E는 ㈜엔케이물산과 PT Cana Global Media가 오는 9월 28일 29일 이틀간 인도네시아 ICE(Indonesia Convention Exhibition)에서 공동개최하는 Super K-Pop Festival Indonesia 2019 (SKF 2019)에 출격한다. 지난 7월 12일...',2019-08-02 11:22
[TEN PHOTO]뉴이스트 백호 '호수같은 눈망울'',"통해 인도네시아로 출국하며 공항패션을 선보이고 있다. 그룹 뉴이스트(JR, Aron, 백호, 민현... (세뇨)’ IN INDONESIA 콘서트 참석차 인천국제공항을 통해 인도네시아로 출국하고 있다. 조준원 기자'",2019-08-02 11:22
[TEN PHOTO]뉴이스트 황민현 '클라스가 다른 비주얼'',"통해 인도네시아로 출국하며 공항패션을 선보이고 있다. 그룹 뉴이스트(JR, Aron, 백호, 민현... (세뇨)’ IN INDONESIA 콘서트 참석차 인천국제공항을 통해 인도네시아로 출국하고 있다. 조준원 기자'",2019-08-02 11:22
"인도네시아한인회, 내년 가을 '한인 100년사' 출간'","지난 7월26일 인도네시아한인회에서 '한인 100년사 편찬위원회 출범식'이 열렸다.[사진제공=인도네시아한인회] 인도네시아한인회가 '인도네시아 한인 100년사'를 출간할 계획이다. 인도네시아한인회는 \지난 7월26일...'""",2019-08-02 17:00
"방탄소년단 지민 솔로곡, 한국 최초, 유일 3곡 스포티파이 5천만 돌파!...해외...'","이에 브라질 popline, 아랍의 kpopina.com, 인도네시아 wowkeren과 ThePopHub.net, allkpop 등 해외 언론들의 관심과 보도가 현재 계속 이어지고 있다. 현재 스포티파이 사이트에서 한국어 노래로 5000만 이상의 세 곡을 보유한...'",2019-08-04 12:49
"장윤정이 찍은 사진? 도경완, 붕어빵 아들·딸과 발리 여행 \하영이도 합류\""[...'""","사진 속 도경완은 인도네시아 발리의 한 리조트에서 가족들과 즐거운 시간을 보내고 있다. 아들, 딸과 수영장에서 여유를 만끽하는가 하면, 해변에서 딸을 번쩍 들어 올리고, 아들과 익살스러운 포즈를 취하고 있다....'",2019-08-05 17:00
"네오팜, 10월 인도네시아에서 '노로이드 더마뉴얼3종' 론칭'",?네오팜이 오는?10월 인도네시아에서 노로이드의 신규 라인 '더마뉴얼?3종'을 론칭한다. '노로이드'는?PT SOHO를 통해 인도네시아 지역에서 판매하고 있는 네오팜의 메디컬 스킨케어 브랜드다. SOHO는?인도네시아 내...',2019-08-06 0:22
"'갓지민' 방탄소년단(BTS) 지민, 미국·영국·프랑스·필리핀·인도네시아 스...'",또한 인도네시아 '2019 최우수 아역 영화배우' 수상자로 현재 걸 그룹 'JKT48'의 보컬인 10대 스타 '자라(Adhisty Zara)'는 한 팬의 휴대폰 케이스에서 지민의 사진을 발견하자 ''오! 내 남편이네''라고 외치는 동영상이...',2019-08-06 11:16
"\
\
								인니 중앙통계청, 상반기 외국인 방문객 783만 명으로 4% 증가																 \
'","\
\
								?인도네시아 중앙 통계청(BPS)이 1일 발표 한 관광·교통 통계에 따르면 올해 상반기(1~6월)에 인도네시아를 방문한 외국인 여행자 수는 전년 동기 대비 4% '",2019-08-06 12:02
"애니원에프앤씨,인도네시아 1883 COFFEE 1호점 그랜드 오픈'","애니원에프앤씨의 인도네시아 3자 합작법인인 \PT MIXX ONE Food and Beverage\""가 지난 1일 자카르타 중심상권과 오피스 밀집지역에 위치한 MD Place에 \""1883 COFFEE\"" 1호점을 그랜드 오픈했다고 밝혔다. ‘인도네시아 1883...'""",2019-08-06 15:10
"‘정법’ 대왕조개 논란 딛고 새 시즌 준비 중…“허재·김병현 출연 미정\'""","새 시즌의 촬영 장소는 인도네시아가 논의되고 있으며, 선발대 멤버로 허재와 김병헌의 합류가 논의 중이라는 언론 보도가 나왔다. 최서영 온라인 뉴스 기자 ace3@segye.com 사진=SBS ‘정글의 법칙’ 방송화면 갈무리'",2019-08-06 16:00
"'대왕조개 채취 논란' 정글의 법칙, 폐지 없이 인도네시아行 유력'","촬영지는 인도네시아가 유력하며, 출연진은 허재와 김병현 등이 물망에 올랐지만 SBS 측은 아직 확정은 아니라는 입장이다.앞서 '정글의 법칙'은 태국 촬영 중 멸종위기종으로 보호 대상인 대왕조개를 채취해 먹는...'",2019-08-07 12:45
"인천공항, 청하-레드벨벳-NCT DREAM 초청 '2019 인천공항 스카이 페스티벌' 개...'","'K-POP, 한류문화로 세계를 잇다'라는 부제 아래 펼쳐지는 이번 K-POP 콘서트는 인천공항공사가 항공사, 여행사 등과 함께 공동 프로모션을 통해 사전 관람신청을 받은 중국과 홍콩, 대만, 인도네시아 등 세계 각지의 한류...'",2019-08-07 14:00
전시 준비하는 인도네시아 장애인 예술가',"6, 2019.Jakarta=신화통신뉴시스>>6일 인도네시아 자카르타(수도).*‘아웃사이더(일정한 틀에서 벗어나 독자적으로 행동하는 사람) 아트프러너(예술기업가)의 전시회’라는 제목의 전시를...'",2019-08-07 16:00
"웅진코웨이, 인도네시아까지 넘본다'",말레이시아 성공 경험 바탕 한국형 렌탈과 코디서비스로 자신 세계 4위 인구대국인 인도네시아에서 한국... 같은 인도네시아로 성공신화를 넓혀갈 계획이다. 최근 웅진코웨이는 2분기 실적 발표에서 미중 무역전쟁...',2019-08-07 17:00
"“일본이 학교에 보내준다고 속였다” 인도네시아 위안부들의 삶, 책으로 발간'",가진 인도네시아인 일본군 위안부의 증언이다. 일본군에 의해 부루(buru)섬에 갇혀 성 노예로 고초를 당한 뒤 고향에 돌아가지 못하고 숨진 것으로 알려졌다. 저 인터뷰는 최근 국내에 번역 발간된 ‘인도네시아의 위안부...',2019-08-07 20:12
[신간] 노벨문학상 후보 인도네시아 소설가가 엮은 '일본군 위안부' 이야기',1943년 인도네시아 동부 말루꾸(Maluku) 제도 부루(Buru)섬에 갇힌 여인들이 있었다. 그들은 일본군에 의해 성... 이들의 피눈물 나는 사연은 <군부 압제 속의 처녀들- 부루(Buru)섬의 기록>이라는 제목으로 인도네시아 KPG...',2019-08-07 21:00
"컴투스, 버디크러시 인도네시아 서비스 오픈'","인도네시아를 시작으로 향후 글로벌 국가들로 순차 서비스 확대 계획 이복현 기자, 컴투스(대표 송병준)가 이지&익사이팅(Easy&Exciting) 모바일 골프 게임 ‘버디크러시’의 인도네시아 서비스를 오픈한다. 컴투스가 직접...'",2019-08-08 12:00
"컴튜스, 모바일 골프게임 `버디크러시` 인도네시아 서비스 오픈'",컴투스(078340)는 모바일 골프게임 `버디크러시`의 인도네시아 서비스를 오픈한다고 8일 밝혔다. 컴투스가 직접... 컴투스는 골프 등 스포츠 게임에 대한 선호도 높은 인도네시아 시장을 기점으로 향후 동남아를 비롯한...',2019-08-08 12:00
"은행권, 디지털 금융으로 인도네시아 시장 공략 잰걸음'",인도네시아는 매력적인 ‘성장 잠재력’을 지닌 시장이다. 인프라는 열악하지만 발전 가능성이 커... 인도네시아에 뿌리 내리는 한국 은행들이 ‘디지털 금융’을 앞세워 두리안을 공략하고 있다. 7일 은행권에...',2019-08-08 13:07
"여름휴가, 한국은 BTS+트와이스, 인니는?슈주+블핑'","(여),?인도네시아에서는 슈퍼주니어(남)와 블랙핑크(여)가 각각 선정됐다고 밝혔다. 설문 결과 여름... 인도네시아에서는 블랙핑크의?'뚜두뚜두'가?1위,?슈퍼주니어의?'쏘리쏘리'가?2위를 기록했다. 마이크레딧체인은...'",2019-08-08 13:07
"인천공항공사 야외음악축제 '스카이 페스티벌' 한류K팝, 스티브 바라킷 공연'","31일 'K팝, 한류문화로 세계를 잇다'라는 주제로 펼쳐지는 K팝 콘서트는 인천공항공사가 항공사, 여행사 등과 함께 공동 프로모션을 통해 사전 관람신청을 받은 중국, 홍콩, 대만, 인도네시아 등 세계 한류 팬들과 함께...'",2019-08-08 13:07
'케이팝으로 하나되는 아시아'표현…AR제작 BOF2019 포스터 공개',"'아시아'를 상징하는 조각은 아시아 국가들, 특히 중국, 태국, 몽골, 인도네시아, 필리핀 등의 랜드마크를 디자인으로 담았다. 이는 케이팝을 좋아하는 아시아인들이 비오에프(BOF)와 함께 한다는 의미다. 마지막으로...'",2019-08-08 13:07
"최시원, 인니 자카르타서 단독 팬미팅...세레나데→요리까지 '퍼펙트 데이트''","최시원이 인도네시아 자카르타에서 단독 팬미팅을 성공적으로 마무리했다. 최시원은 지난 10일 오후... 케미스트리', 인도네시아의 전통 음식을 만들어 보는 '퍼펙트 디쉬', 감미로운 보이스가 돋보이는...'",2019-08-12 18:04
"\
\
								한국서 일하는 인니인 노동자, 지난해 기준 86% 증가																 \
'","\
\
								인도네시아 이주노동자 파견?보호청(BNP2TKI)은 6일 한국에서 일하는 인도네시아인이 2018년 6,921명에 달했다고 밝혔다. 국영 안따라통신의 보도에 따르면'",2019-08-12 18:04
"인도네시아 관광청, '2019 대한민국 국제 관광박람회(KITS)' 참가'","? 인도네시아관광청 제공 ?■ 행사명 : '2019 대한민국 국제 관광박람회(KITS)' ■ 기간 : 8월 15일(목)-18일(일) ■ 장소 : 일산 킨텍스 제1전시장 3홀 (61번 인도네시아관광청 부스) 약 18,000개의 섬으로 이뤄진 천혜의...'",2019-08-13 9:57
판타지아 꿈꾼 70대 화가의 열정…인도네시아서 '수채화 한류' 개척',정 화백이 이번엔 동아시아의 심장부인 인도네시아에서 한국 현대미술의 저력을 뽐낸다. 자카르타... 정 화백은 자카르타 전시가 끝나는 대로 내년 3월에는 인도네시아 최대 와인유통그룹 더픽의 에디수기리 회장...',2019-08-15 18:32
"인천공항, 해외 항공시장 확장… 인도네시아 진출'",인도네시아 AP1 간 협약체결 후 구본환 사장(가운데 우측)Faik Fahmi AP1사장(좌측)이 관계자들과 함께 사진촬영을 하고 있다.사진=인천공항공사 인천공항공사는 지난 14일 인천 파라다이스시티에서 인도네시아...',2019-08-15 18:32
"[글로벌-Biz 24] 한국에서 뭇매 맞는 ‘유니클로’, 인도네시아로 확장…인도...'",이런 가운데 유니클로의 모회사인 패스트리테일링(Fast Retailing)이 인도네시아에 유니클로 첫 매장을 오픈할 것이라는 현지 언론의 보도가 나왔다. 21일(현지시간) 인도네시아 매체 세파르케프리(seputarkepri)에 따르면...',2019-08-22 9:31
"서울제약, 필름형 발기부전치료제 인도네시아 공급'",서울제약은 입에서 녹는 필름형 발기부전치료제 제품이 인도네시아 허가를 받았다고 26일 밝혔다. 서울제약은 2017년 6월 인도네시아 제약사 소호에 스마트 필름 제조기술을 적용한 발기부전치료제 구강붕해필름(ODF)...',2019-08-26 14:37
"\
\
								삼성전자, 인니 휴대폰 시장점유율 '압도적'…프리미엄 스마트폰에선 66%, 일반 스마트폰시장 50%																 \
'","\
\
								?삼성전자는 인도네시아 휴대폰 시장에서 압도적인 시장점유율을 보이고 있으며 프리미엄 스마트폰에선 66%, 일반 스마트폰시장에선 50%를 기록하고 있다고 25일(현'",2019-08-26 14:38
"구혜선, 이번엔 신간소설 인도네시아 수출…입원 중 열일ing [종합]'","구혜선은 31일 자신의 인스타그램에 \소설 '눈물은 하트 모양'이 베스트셀러 진입 후 인도네시아로 수출이... 그러나 곧이어 그는 소설책의 인도네시아 수출 소식으로 화제를 전환했다. 입원 중에도 대중과의 소통을 멈추지...'""",2019-08-31 15:35
"\
\
								인도네시아 주민들 “한국은 우리나라에 화력발전소 짓지 말라”																 \
'","\
\
								인도네시아 환경운동가들이?‘더러운 에너지에는 한 푼도 안 된다’고 적힌 현수막을 들고 석탄화력발전소 금융제공을 반대하는 시위를 벌이고 있다.??인도네시아 주민들이'",2019-08-31 15:35
한-인도네시아 CEPA 9차 협상 28~30일 제주서 개최',"노승길 기자 noga813@ajunews.com 산업통상자원부는 제9차 한국-인도네시아 포괄적경제동반자협정(CEPA) 공식... 인도네시아 측은 이만 팜바교(Iman Pambagyo) 무역부 총국장을 수석대표로 외교부, 재무부, 산업부 등으로...'",2019-09-02 8:10
